
公章刻制办理依据是什么,公章刻制办理依据,1、企业印章是企业身份和权力的证明。盖有企业印章的文件，是受法律保护的有效文件，同时意味着企业对文件的内容承担法律责任。企业印章如被他人盗用或冒用，很可能给企业带来不必要的纠纷和企业无法承担的责任。\n2、企业印章是公司经营管理活动中行使职权的重要凭证和工具，印章的管理，关系到公司正常的经营管理活动的开展，甚至影响到公司的生存和发展。,TRUE
企业名称预先核准登记怎么办理,企业名称预先核准登记办理方法,请前往http://yct.sh.gov.cn/portal_yct/webportal/portal，网上进行办理。,TRUE
企业名称预先核准登记怎么上传资料,企业名称预先核准登记上传要求及格式,开办企业前，确认企业名称是否可以合法登记。现已取消现场办理“企业名称核准登记”事项；您需要通过“一窗通”（http://yct.sh.gov.cn/portal_yct/）直接办理营业执照即可。,FALSE
税务注册登记审核时间需要多久,税务注册登记审核时间,当场就可以办理好了哦~,TRUE
各类企业及其分支机构营业的许可查询地点在哪,各类企业及其分支机构营业的许可查询地点,您可以登录上海市工商行政管理局网站（http://www.sgs.gov.cn）查询您的办理结果！,TRUE
企业名称预先核准登记花钱么,企业名称预先核准登记价格,该事项无须收费哦~,TRUE
办理企业名称预先核准登记需要什么材料,企业名称预先核准登记办理材料,为了优化营商环境，企业名称预先核准登记事项已经可以网上办理啦。只要请登录http://yct.sh.gov.cn/portal_yct/webportal/portal在线办理即可。,TRUE
公章刻制要花多少钱呢,公章刻制价格,请自行与公章刻制经营商沟通决定哦~,TRUE
营业执照办了有什么用,营业执照办理效力,有营业执照才能有开业的可能哦。没有营业执照的工商企业或个体经营者一律不许开业，不得刻制公章、签订合同、注册商标、刊登广告，银行不予开立帐户。,TRUE
各类企业及其分支机构营业的许可审核方法是什么,各类企业及其分支机构营业的许可审核方法,现在材料分两步审核了哦，申请人需先通过一窗通（http://yct.sh.gov.cn/portal_yct/）填写要开办企业或分支机构的资料，并且通过网上审核；通过审核后，打印按提示要求打印的材料，做好各页面签名工作！再收集以及股东身份证明（复印件一定要清晰），公司住址证明，带上这些材料来现场，会有现场的审核！,TRUE
企业名称预先核准登记审批结果是啥,企业名称预先核准登记审批结果,现已取消现场办理“企业名称核准登记”事项；您需要通过“一窗通”http://yct.sh.gov.cn/portal_yct/\n直接办理营业执照即可。,TRUE
各类企业及其分支机构营业的许可办理范围是什么,各类企业及其分支机构营业的许可办理范围,适用于各类企业及其分支机构。,TRUE
各类企业及其分支机构营业的许可需要审核什么内容,各类企业及其分支机构营业的许可审核内容,现在材料分两步审核了哦，申请人需先通过一窗通（http://yct.sh.gov.cn/portal_yct/）填写要开办企业或分支机构的资料，并且通过网上审核；通过审核后，打印按提示要求打印的材料，做好各页面签名工作！再收集以及股东身份证明（复印件一定要清晰），公司住址证明，带上这些材料来现场，会有现场的审核！,TRUE
银行开户办理范围有什么限制吗,银行开户办理范围,只要是正规的企业都可以办理哦。,TRUE
各类企业及其分支机构营业的许可在哪里领证啊,各类企业及其分支机构营业的许可领证地点,去徐汇区行政服务中心1号楼（南宁路969号）领证哦~,TRUE
税务注册依据什么法律办理,税务注册登记办理依据,1、《国务院关于批转发展改革委等部门法人和其他组织统一社会信用代码制度建设总体方案的通知》（国发〔2015〕33号）；\n2、《国务院办公厅关于加快推进“五证合一”登记制度改革的意见》（国办发〔2015〕50号）；\n3、《工商总局等六部门关于贯彻落实<国务院办公厅关于加快推进“五证合一”登记制度改革的意见>的通知》（工商企注字〔2015〕121号）；\n4、《工商总局税务总局关于做好“五证合一”有关工作衔接的通知》（工商企注字〔2015〕147号）；\n5、《国家税务总局关于落实“五证合一”登记制度改革的通知》（税总函〔2015〕482号）；\n6、《国家税务总局办公厅关于落实国务院统一社会信用代码建设方案调整相关信息系统的通知》（税总办发〔2015〕160号）；\n7、《关于本市实施社会组织统一社会信用代码制度改革的公告》（上海市民政局公告2015年第37号）；\n8、《工商总局等四部门关于实施个体工商户营业执照和税务登记证“两证整合”的意见》（工商个字〔2016〕167号）；\n9、《关于本市实施个体工商户“两证整合”、市场主体“五证合一”登记制度改革的公告》。,TRUE
税务注册登记审核内容,税务注册登记审核内容,会审核您的营业执照，身份证还有其他相关材料的，当场会派专业人士进行当场审核的哦~,TRUE
税务注册登记审核方法,税务注册登记审核方法,此事项相关机构会派专业人士进行当场审核的哦。,TRUE
银行开户的材料有什么要求吗,银行开户材料要求,银行开户需要以下材料：\n1.营业执照正本（原件及2份复印件）；\n2.法人身份证（原件及2份复印件）；\n3.公章、财务公章、法人章；\n4.注册证书、存续证明文件、备忘录、董事会、高级管理层和股东名单、各股东持股数量以及持股类型、公司章程（合伙企业是交合伙协议）原件及复印件。\n【不同银行开户，手续和材料上可能有一定程度的差异，以实际情况为准。】,TRUE
营业执照的办理上哪里,营业执照查询地点,徐汇区市场监管局受理大厅。地址：上海市/南宁路969号，办理时间：取号时间：周一至周五上午9：00-11：00下午周一至周四13：00-16：30，周五13：00至15：00。接待时间：周一至周五上午9：00-11：30，下午：13：30-16：30。,FALSE
各类企业及其分支机构营业的许可交材料地点在哪,各类企业及其分支机构营业的许可交办理材料地点,如果您已经通过一窗通（http://yct.sh.gov.cn/portal_yct/）填写了您要开办企业或分支机构的资料，并且通过审核！通过之后您就需要带上您从网上打印的材料（记得仔细翻看，做好签名工作哦！），以及股东身份证明（复印件一定要清晰），公司住址证明，到徐汇区行政服务中心1号楼（南宁路969号）上交材料即可。,TRUE
办营业执照的材料去哪里提交,营业执照交办理材料地点,这事儿就得看您办理的是什么情况的工商营业执照了，如果是“个体工商户（非港澳台）”那种，您经营场所就近的街道办事处或者社区事务受理中心就可以帮您办理；如果是“个体工商户（港澳台）”那种，您就得先去市工商局进行“名称预先核准”，然后问清您经营情况所需要的办理材料并收齐，等到名称核准通过，再把材料交到区工商局或者徐汇区行政服务中心一号楼（南宁路969号）；如果您是“各类企业及其分支机构”中的一种企业，比如内资有限公司、合伙有限公司之类，那帮您制证的就是区工商局或徐汇区行政服务中心啦。,TRUE
营业执照归哪个部门管理,营业执照办理单位或部门,个体工商户（非港澳台）去经营场所就近的街道办事处或者社区事务受理中心就可办理；个体工商户（港澳台）需先去市工商局进行“名称预先核准”，然后至区工商局或者徐汇区行政服务中心一号楼（南宁路969号）办理；如果您是“各类企业及其分支机构”中的一种企业，比如内资有限公司、合伙有限公司之类，那帮您制证的就是区工商局或徐汇区行政服务中心啦。,TRUE
不办理银行开户会怎么样呢,银行开户办理效力,银行不开户就几乎不能正式营业哦！会影响要员工的社保购买、税务局查账重点照顾的对公账户的流水、与其他正规公司的业务来往等等...,TRUE
营业执照什么时候可以办理,营业执照办理时间,星期一至星期五，上午9:00～11:30，下午13:30～16:30。法定节假日除外哦！,TRUE
银行开户怎么办,银行开户办理方法,银行开户需要：\n1.法人本人到银行申请；\n2.银行会安排专人上企业进行审核；\n3.审核通过后预约办理时间，带上相应银行要求的材料到柜台办理可即可。,TRUE
营业执照怎么办理,营业执照办理方法,办理工商营业执照有3种情形，请选择合适自身情况办理哦：\n1.各类企业及其分支机构请您登陆“一窗通”进行办理，网址如下：http://yct.sh.gov.cn/\n注意：“一窗通”按网站提示填写完相应内容并且通过审核后，根据自己填写情况，可能还需补上相应的材料，具体补充材料建议电话询问工作人员，电话：021-24092222。\n2.个体工商户（非港澳台）请去各街道办事处办理，详情请咨询办事处工作人员；\n3.港澳台个体工商户，需要先电话联系021-24092222，咨询相关工作人员，了解您个人情况所需提交材料和所需流程，再进行办理。,TRUE
营业执照需要花钱么,营业执照价格,该事项无须收费哦~,TRUE
银行开户是依据什么条件进行办理的,银行开户办理依据,没有特别的条件。只要正规的企业都可以办理。,TRUE
银行开户有有效期吗,银行开户有效期,一般银行开户后，一年未使用即冻结此账户。解冻请自行联系您开户的银行哦。不同银行可能有不同的制度规定，请以您实际情况为准。,TRUE
税务注册登记办理条件,税务注册登记办理条件,没有特别条件，营业执照办理下来之后就可以着手办理税务事项。,TRUE
银行开户审核时间要多久,银行开户审核时间,银行会安排专人上企业当场审核哦~,TRUE
银行开户什么时间能办呢,银行开户办理时间,这个就是各个银行的工作时间啦，一般就是，周一到周五9：00-11：00，13：00-17：00。,TRUE
社保登记办理材料是什么,社保登记办理材料,这个根据您单位不同性质，需准备不同材料，具体需要去徐汇区社保中心（徐虹北路80号）现场咨询，或者通过电话咨询（021-64864804）。,TRUE
办理银行开户需要带什么材料,银行开户办理材料,办理银行开户需要以下材料：\n1.营业执照正本（原件及2份复印件）；\n2.法人身份证（原件及2份复印件）；\n3.公章、财务公章、法人章；\n4.注册证书、存续证明文件、备忘录、董事会、高级管理层和股东名单、各股东持股数量以及持股类型、公司章程（合伙企业是交合伙协议）原件及复印件。\n【不同银行开户，手续和材料上可能有一定程度的差异，以实际情况为准。】,TRUE
社保登记审核时间是多久,社保登记审核时间,当场就可以办理好了哦~,TRUE
银行开完户能拿到什么,银行开户审批结果,银行开户需要：\n1.法人本人到银行申请；\n2.银行会安排专人上企业进行审核；\n3.审核通过后预约办理时间，带上相应银行要求的材料到柜台办理可即可。,FALSE
银行开户是怎么收费的,银行开户价格,银行开户需要：\n1.法人本人到银行申请；\n2.银行会安排专人上企业进行审核；\n3.审核通过后预约办理时间，带上相应银行要求的材料到柜台办理可即可。,FALSE
社保登记审批结果是什么,社保登记审批结果,开通社会保险功能,TRUE
银行开户有什么办理条件吗,银行开户办理条件,没有特别的条件。只要正规的企业都可以办理。,TRUE
银行开户是哪些部门办的,银行开户办理单位或部门,那就是各大银行营业厅啦,TRUE
社保登记什么意思,社保登记定义,社会保险登记是指根据《社会保险费征缴暂行条例》第2条、第3条、第29条的规定应当缴纳社会保险费的单位，按照《社会保险登记管理暂行办法》规定的程序进行登记、领取社会保险登记证的行为。社会保险登记是社会保险费征缴的前提和基础，从而也是整个社会保险制度得以建立的基础。县级以上劳动保障行政部门的社会保险经办机构主管社会保险登记。,TRUE
其他类食品定义,其他类食品定义,其他类食品，是指区域性销售食品、民族特色食品、地方特色食品等。,TRUE
社保登记材料有哪些要求,社保登记材料要求,这个根据您单位不同性质，有不同材料，具体需要去徐汇区社保中心（徐虹北路80号）现场咨询，或者通过电话咨询（021-64864804）。,TRUE
社保登记什么时候可以申报,社保登记申报时间,这个常年受理哦！\n申报时间：星期一至星期五\n上午9:00～11:30\n下午13:30～16:30\n(法定节假日除外)\n审核时间：当场就可以办理好哦~\n地址：徐汇区行政服务中心一号楼（上海市南宁路969号）,TRUE
社保登记查询地点,社保登记查询地点,1.网上办理：https://zzjb.12333sh.gov.cn2.窗口办理：徐虹北路80号（上海市社会保险事业管理中心-徐汇分中心）,TRUE
社保登记审核方式及内容有哪些,社保登记审核方式及内容,现场审核。,TRUE
社保登记办理范围有哪些,社保登记办理范围,社会保险信息登记、参保、缴纳、申领等。,TRUE
食品店定义,食品店定义,食品店，是指以食品经营为主的零售业态。,TRUE
社保登记办理流程是什么,社保登记办理方法,办理流程如下：\n1、获取“数字证书”；\n2、登入“https://zzjb.12333sh.gov.cn”，并到单位开户银行办理授权手续；\n3、开通社保办理功能（具体功能可登入http://issp.sheca.com）；\n4、办理职工参保缴费；\n5、缴纳社会保险费。,TRUE
社保登记办理时间是什么,社保登记办理时间,网上：一般情况：7*24小时，如遇系统维护请以实际情况为准；\n窗口：周一至周五，上午9：30-11：30，下午1：30-4：30。,TRUE
社保登记办理单位或部门有哪些,社保登记办理单位或部门,上海市社会保险事业管理中心-徐汇分中心,TRUE
社保登记办理依据是什么,社保登记办理依据,社保登记主要依据：\n1、中华人民共和国社会保险法；\n2、国务院办公厅关于加快推进“五证合一、一照一码”登记制度改革的通知[国办发（2016）53号]；\n3、人力资源社会保障部办公厅关于做好企业“五证合一”社会保险登记工作的通知[人社厅发（2016）130号]。\n4、社会保险登记管理暂行办法（中华人民共和国劳动和社会保障部令第1号）；\n5、社会保险登记管理实施办法[沪劳保基发（1999）74号]。,TRUE
设备代码定义,设备代码定义,设备代码，是指设备固有的出厂时的代码或设备办理使用登记时的代码，是设备的“身份证”代码。,TRUE
社保登记去哪里提交办理材料,社保登记交办理材料地点,这个根据您单位不同性质，需准备不同材料，具体需要去徐汇区社保中心（徐虹北路80号）现场咨询，或者通过电话咨询（021-64864804）。,FALSE
用于食品生产经营的工具设备定义,用于食品生产经营的工具设备定义,用于食品生产经营的工具、设备，是指在食品或者食品添加剂生产、销售、使用过程中直接接触食品或者食品添加剂的机械、管道、传送带、容器、用具、餐具等。,TRUE
社保登记办理条件是什么,社保登记办理条件,您需要先拿到营业执照并办理银行开户哦。,TRUE
社保登记有什么用,社保登记办理效力,社保登记是在有需要为员工保社保的情况下办理的，但是为员工办社保是非常重要的一件事哦！,TRUE
设备种类这块内容应该怎么填,设备种类填写要求及格式,按照设备实际情况进行填写，如有疑问可咨询特种设别作业人员或安装单位。,TRUE
社保登记领证地点,社保登记领证地点,社保登记可以网上办，也可以到徐虹北路80号（上海市徐汇区社会保险事业管理中心）咨询办理。但是注意要先办理法人一证通数字证书哦。,TRUE
非食品处理区定义,非食品处理区定义,非食品处理区，是指办公室、厕所、更衣场所、非食品库房等非直接处理食品的区域。,TRUE
就餐场所定义,就餐场所定义,就餐场所，是指供消费者就餐的场所，但不包括供就餐者专用的厕所、门厅、大堂休息厅、菜肴展示台(区域)、歌舞台等辅助就餐的场所。,TRUE
食品定义,食品定义,食品，是指各种供人食用或者饮用的成品和原料以及按照传统既是食品又是中药材的物品，但是不包括以治疗为目的的物品。,TRUE
消防控制室定义,消防控制室定义,消防控制室，是指设有火灾自动报警控制设备和消防控制设备，用于接收、显示、处理火灾报警信号，控制相关消防设施的专门处所。\n具有消防联动功能的火灾自动报警系统的保护对象中应设置消防控制室。,TRUE
用于食品的包装材料和容器定义,用于食品的包装材料和容器定义,用于食品的包装材料和容器，是指包装、盛放食品或者食品添加剂用的纸、竹、木、金属、搪瓷、陶瓷、塑料、橡胶、天然纤维、化学纤维、玻璃等制品和直接接触食品或者食品添加剂的涂料。,TRUE
泡沫灭火系统定义,泡沫灭火系统定义,泡沫灭火系统，是指一整套设备和程序组成的灭火措施。,TRUE
食品添加剂定义,食品添加剂定义,食品添加剂，是指为改善食品品质和色、香、味以及为防腐、保鲜和加工工艺的需要而加入食品中的人工合成或者天然物质，包括营养强化剂。,TRUE
食品安全定义,食品安全定义,食品安全，是指食品无毒、无害，符合应当有的营养要求，对人体健康不造成任何急性、亚急性或者慢性危害。,TRUE
机械排烟系统定义,机械排烟系统定义,机械排烟系统，是指采取排烟风机进行机械排风。据有关资料介绍，一个设计优良的机械排烟系统在火灾中能排出80%的热量，使火灾现场温度大大降低，对人员安全疏散和灭火有重要作用。\n机械排烟系统设在建筑物中不具备自然排烟条件的中庭，当安全通道长度超过20m时，应设机械排烟系统，在可燃物较多或经常有人停留的房间，也应设置排烟系统。,TRUE
设备种类定义,设备种类定义,1.设备种类：表示设备的种类，如：“锅炉”“压力容器”“电梯”等；\n2.设备类别：是设备种类的细化，如：“锅炉”中的“承压蒸汽锅炉”、“承压热水锅炉”“有机热载体锅炉”等；\n3.设备品种：是设备类别的细化，如：“有机热载体锅炉”里的“有机热载体锅炉”、“有机热载体液相炉”等。,TRUE
餐厨废弃油脂是什么意思,餐厨废弃油脂定义,餐厨废弃油脂，是指除居民日常生活以外的在餐饮服务（含单位供餐，以下统称“餐饮服务”）、食品生产加工以及食品现制现售等活动中产生的废弃食用动植物油脂和含食用动植物油脂的废水。,TRUE
公众聚集场所使用或者开业前消防安全检查意见书的核发办理材料有哪些,公众聚集场所使用或者开业前消防安全检查意见书的核发办理材料,办理材料如下：\n1、《消防安全检查申报表》（申报单位加盖公章，申报单位指场所经营使用的单位，下同）；\n2、营业执照或者工商行政管理机关出具的企业名称预先核准通知书复印件（申报单位加盖公章）；\n3、依法取得的建设工程消防验收合格或者通过竣工验收消防备案的法律文书复印件；\n4、消防安全管理制度、灭火和应急疏散预案、场所平面布置图（申报单位加盖公章）；\n5、员工岗前消防安全教育培训记录（申报单位加盖公章）；\n6、设有自动消防系统的场所，应当提交二名以上系统操作人员的消防职业资格证书复印件（申报单位加盖公章）；\n7、不需要进行竣工验收消防备案的公众聚集场所，还应当提交场所装修消防设计施工图、消防产品清单、《工程竣工验收报告（消防）》和《工程竣工验收报告（消防）—钢结构防火喷涂工程》（涉及钢结构防火喷涂工程施工的建设工程）、消防设施检测报告；\n备注：建筑面积在300平方米以下的公众聚集场所，消防设计文件可采用能真实反映建设工程情形的示意图（示意图应能体现场所所在位置，场所面积、尺寸，门、窗、疏散楼梯的位置、尺寸等要素）。\n消防产品清单填写内容包括消防产品和具有防火性能要求的建筑构件、建筑材料、装修材料等使用信息，由监理单位加盖单位公章、监理工程师签名，建设单位加盖单位公章、法人代表签名或盖章。\n具体消防产品和具有防火性能要求的建筑构件、建筑材料、装修材料符合国家规定的市场准入证明资料和产品合格证明装订成册，在消防安全检查时现场备查。\n8、与其它单位共同使用同一建筑的公众聚集场所，还应提交与物业单位或者其它单位之间签订的消防安全管理协议；\n9、网吧及属于文化娱乐场所的项目，需提供文化主管部门核发的预先设立（核准）证明文件复印件（申报单位加盖公章）。根据沪文广影视【2009】33号、【2014】292号文规定，文化娱乐场所涉及以下场所：营业性舞厅、卡拉OK厅（餐厅卡拉OK厅）、卡拉OK包房（餐厅卡拉OK包房）、游艺机房、文化游乐场。\n10、法律、行政法规规定的其他材料（如建设单位加盖公章的法定代表人身份证复印件、委托书、受委托人身份证复印件等）。,TRUE
消防安全检查申报表材料要求是什么,消防安全检查申报表材料要求,原件，申报单位加盖公章，（申报单位是指场所经营使用的单位）。,TRUE
气体灭火系统定义,气体灭火系统定义,气体灭火系统，是指主要用在不适于设置水灭火系统等其他灭火系统的环境中，比如计算机机房、重要的图书馆档案馆、移动通信基站（房）、UPS室、电池室、一般的柴油发电机房等。,TRUE
上海市设立文化娱乐场所预先通知书办理条件有哪些,上海市设立文化娱乐场所预先通知书办理条件,新办（1）具备企业法人资格；（2）投资人、法定代表人和负责人未犯有《娱乐场所管理条例》第五条列举的违法犯罪行为；（3）不得设立在《娱乐场所管理条例》第七条所列地点；（4）房屋用途为住宅的和公共图书馆、博物馆、美术馆、陵园、公墓、学校、医院、机关、车站、机场、幼儿园、少年儿童活动场所内以及被核定为文物保护单位的建筑物内禁止开办娱乐场所；（5）周围200米范围内没有中小学校；（6）具有符合标准的经营场所及配套设施；（7）舞厅营业面积（是指舞厅的休息座位区域和舞池的实际使用面积，不包括吧台、衣帽间等其他面积）在200平方米以上；（8）舞厅舞池面积占营业场地面积的比例：交谊舞厅为40%以上，迪斯科舞厅和歌舞厅为30%以上；（9）舞厅舞池和休息座分开设置；（10）有衣物寄放室；（11）有演出活动的，应设置固定的演出舞台；（12）有必要的照明设备和停电应急措施；（13）场所建筑结构安全合理，消防设施齐全有效，出入口设置明显指示牌，门向外开启，设置两个以上的出入通道；（14）卫生、通风等设备符合卫生主管部门规定的标准；（15）场所的边界噪声必须符合国家规定的环境噪声排放标准；（16）有必要的管理制度；（17）舞厅设置卡拉喔凯设备的，同时具备卡拉喔凯厅的开办条件。,TRUE
应急照明定义,应急照明定义,应急照明，是指因正常照明的电源失效而启用的照明。应急照明不同于普通照明，它包括：备用照明、疏散照明、安全照明三种。转换时间根据实际工程及有关规范规定确定。当建筑物发生火灾或其它灾难，电源中断时，应急照明对人员疏散、消防救援工作，对重要的生产、工作的继续运行或必要的操作处置，都有重要的作用。,TRUE
自动喷水灭火系统定义,自动喷水灭火系统定义,自动喷水灭火系统，是指由洒水喷头、报警阀组、水流报警装置（水流指示器或压力开关）等组件，以及管道、供水设施组成，并能在发生火灾时喷水的自动灭火系统。由湿式报警阀组、闭式喷头、水流指示器、控制阀门、末端试水装置、管道和供水设施等组成。系统的管道内充满有压水，一旦发生火灾，喷头动作后立即喷水。,TRUE
消防安全检查申报表定义,消防安全检查申报表定义,办理公众聚集场所投入使用、营业前的消防安全检查申报手续必须提交的申报材料之一。,TRUE
机械防烟系统定义,机械防烟系统定义,机械防烟系统，是指采取机械加压送风的措施，当火灾发生时采用机械加压送风，产生正压，使烟不能进入被保护的范围。这样可以保证人员的人身安全。\n机械加压送风的场所包括：电梯前室、疏散楼梯间和封闭的避难层等处。机械防烟系统由加压风机、送风管道、送风口等组成。加压风机通常采用轴流风机或中低压离心风。,TRUE
上海市设立文化娱乐场所经营单位许可证办理依据是什么,上海市设立文化娱乐场所经营单位许可证办理依据,1、《娱乐场所管理条例》（国务院令第458号）第九条款：设立娱乐场所，应当向所在地县级人民政府文化主管部门提出申请；受理申请的文化主管部门应当就书面声明向公安部门或者其他有关单位核查，公安部门或者其他有关单位应当予以配合；经核查属实的，文化主管部门应当依据本条例第七条、第八条的规定进行实地检查，作出决定。予以批准的，颁发娱乐经营许可证，并根据国务院文化主管部门的规定核定娱乐场所容纳的消费者数量；不予批准的，应当书面通知申请人并说明理由。 \n2、《娱乐场所管理办法》（文化部令第55号）第九条款：设立娱乐场所，应当向所在地县级人民政府文化主管部门提出申请；第十四条款：文化主管部门应当根据听证和文化产品内容核查结果作出行政许可决定。予以批准的，核发娱乐经营许可证；不予批准的，应当书面告知申请人并说明理由。 \n3、《上海市文化娱乐场所管理条例》（（1995年10月27日上海市第十届人民代表大会常务委员会第二十二次会议通过根据1997年7月7日上海市第十届人民代表大会常务委员会第三十七次会议《关于修改〈上海市文化娱乐市场管理条例〉的决定》第一次修正根据1998年11月5日上海市第十一届人民代表大会常务委员会第六次会议《关于修改〈上海市文化娱乐市场管理条例〉的决定》第二次修正根据2000年7月13日上海市第十一届人民代表大会常务委员会第二十次会议《关于修改〈上海市文化娱乐市场管理条例〉的决定》第三次修正根据2003年6月26日上海市第十二届人民代表大会常务委员会第五次会议《关于修改〈上海市文化娱乐市场管理条例〉的决定》第四次修正）根据2010年9月17日上海市第十三届人民代表大会常务委员会第二十一次会议《关于修改本事部分地方性法规的决定》第五次修正）第十六条款、第二款（二）开办营业性文化娱乐场所的，应当向所在地的区、县文化行政管理部门提出申请。经核准的由区、县文化行政管理部门发给《娱乐经营许可证》。 \n4、《上海市文化娱乐市场管理条例实施细则》（1996年8月16日上海市人民政府发布，根据1997年12月14日上海市人民政府第53号令修正，根据2010年12月20日上海市人民政府令第52号公布的《上海市人民政府关于修改<上海市农机事故处理暂行规定>第148件政府规章的决定》修正并重新发布）第三条款：区、县文化行政管理部门负责本区、县文化娱乐市场的管理，业务上受市文化行政管理部门的监督和指导。 \n5、《关于对本市文化娱乐市场行政许可举行听证等有关事项的通知》（沪文广影视〔2006〕557》号）第二条款：由负责受理行政许可申请的文化主管部门组织有关方面，对娱乐场所设立的合法性、可行性进行论证。,FALSE
室内消火栓定义,室内消火栓定义,室内消火栓，是指室内管网向火场供水的，带有阀门的接口、为工厂、仓库、高层建筑、公共建筑及船舶等室内固定消防设施，通常安装在消火栓箱内，与消防水带和水枪等器材配套使用。,TRUE
