
true,公众聚集场所使用或者开业前消防安全检查意见书的核发交材料地点在哪,办理消防安全检查事项的名称\n\n\n您或许对以下问题感兴趣：\n<a href='javascript:void0' onclick='setShi(\"办理公众聚集场所使用或者开业前消防安全检查意见书的核发的时间\")'>办理公众聚集场所使用或者开业前消防安全检查意见书的核发的时间</a>\n<a href='javascript:void0' onclick='setShi(\"公众聚集场所使用或者开业前消防安全检查意见书的核发审核时间是多久\")'>公众聚集场所使用或者开业前消防安全检查意见书的核发审核时间是多久</a>\n<a href='javascript:void0' onclick='setShi(\"公众聚集场所使用或者开业前消防安全检查意见书的核发办理材料有哪些\")'>公众聚集场所使用或者开业前消防安全检查意见书的核发办理材料有哪些</a>\n<a href='javascript:void0' onclick='setShi(\"公众聚集场所使用或者开业前消防安全检查意见书的核发的办理流程是怎么样的\")'>公众聚集场所使用或者开业前消防安全检查意见书的核发的办理流程是怎么样的</a>\n<a href='javascript:void0' onclick='setShi(\"公众聚集场所使用或者开业前消防安全检查意见书的核发办理方法是什么\")'>公众聚集场所使用或者开业前消防安全检查意见书的核发办理方法是什么</a>\n
true,食品经营许可证交材料地点在哪,食品经营许可证，是指食品经营者在一个经营场所从事食品经营活动的合法证明，经营者需要在开展食品经营活动前取得一张食品经营许可证，并对经营场所内的食品经营活动负责。\n\n\n您或许对以下问题感兴趣：\n<a href='javascript:void0' onclick='setShi(\"食品经营许可证审核时间是多少\")'>食品经营许可证审核时间是多少</a>\n<a href='javascript:void0' onclick='setShi(\"食品经营许可证什么时候办理\")'>食品经营许可证什么时候办理</a>\n<a href='javascript:void0' onclick='setShi(\"办理食品经营许可证需要什么材料\")'>办理食品经营许可证需要什么材料</a>\n<a href='javascript:void0' onclick='setShi(\"食品经营许可证办理流程是什么\")'>食品经营许可证办理流程是什么</a>\n<a href='javascript:void0' onclick='setShi(\"食品经营许可证的办理流程是怎么样的\")'>食品经营许可证的办理流程是怎么样的</a>\n
true,公众聚集场所使用或者开业前消防安全检查意见书的核发办理依据是什么,依据《中华人民共和国消防法》第十五条\n\n\n您或许对以下问题感兴趣：\n<a href='javascript:void0' onclick='setShi(\"办理公众聚集场所使用或者开业前消防安全检查意见书的核发的时间\")'>办理公众聚集场所使用或者开业前消防安全检查意见书的核发的时间</a>\n<a href='javascript:void0' onclick='setShi(\"公众聚集场所使用或者开业前消防安全检查意见书的核发审核时间是多久\")'>公众聚集场所使用或者开业前消防安全检查意见书的核发审核时间是多久</a>\n<a href='javascript:void0' onclick='setShi(\"公众聚集场所使用或者开业前消防安全检查意见书的核发办理材料有哪些\")'>公众聚集场所使用或者开业前消防安全检查意见书的核发办理材料有哪些</a>\n<a href='javascript:void0' onclick='setShi(\"公众聚集场所使用或者开业前消防安全检查意见书的核发的办理流程是怎么样的\")'>公众聚集场所使用或者开业前消防安全检查意见书的核发的办理流程是怎么样的</a>\n<a href='javascript:void0' onclick='setShi(\"公众聚集场所使用或者开业前消防安全检查意见书的核发办理方法是什么\")'>公众聚集场所使用或者开业前消防安全检查意见书的核发办理方法是什么</a>\n
true,特种设备安全管理人员、作业人员资格认定去哪里领证,本事项适用于锅炉、压力容器（含气瓶 ）、压力管道、电梯、起重机械、客运索道、大型游乐设施、场（厂 ）内机动车辆等特种设备的作业人员及其相关管理人员。从事特种设备作业的人员应当经考核合格取得《特种设备作业人员证》，方可从事相应的作业或者管理工作。\n\n\n您或许对以下问题感兴趣：\n<a href='javascript:void0' onclick='setShi(\"特种设备安全管理人员、作业人员资格认定办理方法是什么\")'>特种设备安全管理人员、作业人员资格认定办理方法是什么</a>\n<a href='javascript:void0' onclick='setShi(\"特种设备安全管理人员作业人员资格认定办理材料有哪些\")'>特种设备安全管理人员作业人员资格认定办理材料有哪些</a>\n<a href='javascript:void0' onclick='setShi(\"特种设备安全管理人员作业人员资格认定办理时间是什么\")'>特种设备安全管理人员作业人员资格认定办理时间是什么</a>\n<a href='javascript:void0' onclick='setShi(\"特种设备安全管理人员作业人员资格认定办下来要多久\")'>特种设备安全管理人员作业人员资格认定办下来要多久</a>\n<a href='javascript:void0' onclick='setShi(\"特种设备安全管理人员、作业人员资格认定去哪里办理\")'>特种设备安全管理人员、作业人员资格认定去哪里办理</a>\n
true,办理公众聚集场所使用或者开首位置是不是行首业前消防安全检查意见书的核发的时间,公众聚集场所，是指宾馆、饭店、商场、集贸市场、客运车站候车室、客运码头候船厅、民用机场航站楼、体育场馆、会堂以及公共娱乐场所等。
true,特种设备安全管理人员作业人员资格认定办理条件是什么,（一 ）新办、增项、依申请变更的准予批准条件1.年龄在18周岁以上；2.身体健康并满足申请从事的作业种类对身体的特殊要求；3.有与申请作业种类相适应的文化程度；4.具有相应的安全技术知识与技能；5.符合安全技术规范规定的其它要求。（二 ）延续的准予批准条件1.年龄不超过60周岁；2.在证书有效期内中断所从事持证项目的作业时间不超过12个月；3.没有造成事故的；4.符合相应作业人员考核大纲规定条件的。（三 ）补证的准予批准条件1.证书遗失或者损毁的；2.未因违法被没收证书。\n\n\n您或许对以下问题感兴趣：\n<a href='javascript:void0' onclick='setShi(\"特种设备安全管理人员、作业人员资格认定办理方法是什么\")'>特种设备安全管理人员、作业人员资格认定办理方法是什么</a>\n<a href='javascript:void0' onclick='setShi(\"特种设备安全管理人员作业人员资格认定办理材料有哪些\")'>特种设备安全管理人员作业人员资格认定办理材料有哪些</a>\n<a href='javascript:void0' onclick='setShi(\"特种设备安全管理人员作业人员资格认定办理时间是什么\")'>特种设备安全管理人员作业人员资格认定办理时间是什么</a>\n<a href='javascript:void0' onclick='setShi(\"特种设备安全管理人员作业人员资格认定办下来要多久\")'>特种设备安全管理人员作业人员资格认定办下来要多久</a>\n<a href='javascript:void0' onclick='setShi(\"特种设备安全管理人员、作业人员资格认定去哪里办理\")'>特种设备安全管理人员、作业人员资格认定去哪里办理</a>\n
true,特种设备安全管理人员作业人员资格认定材料上传格式是什么,材料齐全，上传pdf或jpg格式\n\n\n您或许对以下问题感兴趣：\n<a href='javascript:void0' onclick='setShi(\"特种设备安全管理人员、作业人员资格认定办理方法是什么\")'>特种设备安全管理人员、作业人员资格认定办理方法是什么</a>\n<a href='javascript:void0' onclick='setShi(\"特种设备安全管理人员作业人员资格认定办理材料有哪些\")'>特种设备安全管理人员作业人员资格认定办理材料有哪些</a>\n<a href='javascript:void0' onclick='setShi(\"特种设备安全管理人员作业人员资格认定办理时间是什么\")'>特种设备安全管理人员作业人员资格认定办理时间是什么</a>\n<a href='javascript:void0' onclick='setShi(\"特种设备安全管理人员作业人员资格认定办下来要多久\")'>特种设备安全管理人员作业人员资格认定办下来要多久</a>\n<a href='javascript:void0' onclick='setShi(\"特种设备安全管理人员、作业人员资格认定去哪里办理\")'>特种设备安全管理人员、作业人员资格认定去哪里办理</a>\n
true,特种设备安全管理人员作业人员资格认定要收费不,该事项无须收费~\n\n\n您或许对以下问题感兴趣：\n<a href='javascript:void0' onclick='setShi(\"特种设备安全管理人员、作业人员资格认定办理方法是什么\")'>特种设备安全管理人员、作业人员资格认定办理方法是什么</a>\n<a href='javascript:void0' onclick='setShi(\"特种设备安全管理人员作业人员资格认定办理材料有哪些\")'>特种设备安全管理人员作业人员资格认定办理材料有哪些</a>\n<a href='javascript:void0' onclick='setShi(\"特种设备安全管理人员作业人员资格认定办理时间是什么\")'>特种设备安全管理人员作业人员资格认定办理时间是什么</a>\n<a href='javascript:void0' onclick='setShi(\"特种设备安全管理人员作业人员资格认定办下来要多久\")'>特种设备安全管理人员作业人员资格认定办下来要多久</a>\n<a href='javascript:void0' onclick='setShi(\"特种设备安全管理人员、作业人员资格认定去哪里办理\")'>特种设备安全管理人员、作业人员资格认定去哪里办理</a>\n
true,大型的人员密集场所和其他特殊建设工程消防设计文件的审核在哪里查询,1.《中华人民共和国消防法》第十一条：国务院公安部门规定的大型的人员密集场所和其他特殊建设工程，建设单位应当将消防设计文件报送公安机关消防机构审核。公安机关消防机构依法对审核的结果负责；\n2.《建设工程消防监督管理规定》（2012年7月17日公安部令第119号 ）。\n\n\n您或许对以下问题感兴趣：\n<a href='javascript:void0' onclick='setShi(\"大型的人员密集场所和其他特殊建设工程消防设计文件的审核的办理流程是怎么样的\")'>大型的人员密集场所和其他特殊建设工程消防设计文件的审核的办理流程是怎么样的</a>\n<a href='javascript:void0' onclick='setShi(\"大型的人员密集场所和其他特殊建设工程消防设计文件的审核办理材料有哪些\")'>大型的人员密集场所和其他特殊建设工程消防设计文件的审核办理材料有哪些</a>\n<a href='javascript:void0' onclick='setShi(\"大型的人员密集场所和其他特殊建设工程消防设计文件的审核什么时间可以办理\")'>大型的人员密集场所和其他特殊建设工程消防设计文件的审核什么时间可以办理</a>\n<a href='javascript:void0' onclick='setShi(\"大型的人员密集场所和其他特殊建设工程消防设计文件的审核审核时间是多久\")'>大型的人员密集场所和其他特殊建设工程消防设计文件的审核审核时间是多久</a>\n<a href='javascript:void0' onclick='setShi(\"怎么办理大型的人员密集场所和其他特殊建设工程消防设计文件的审核\")'>怎么办理大型的人员密集场所和其他特殊建设工程消防设计文件的审核</a>\n
true,大型的人员密集场所和其他特殊建设工程消防设计文件的审核有什么用处,1.《中华人民共和国消防法》第十一条：国务院公安部门规定的大型的人员密集场所和其他特殊建设工程，建设单位应当将消防设计文件报送公安机关消防机构审核。公安机关消防机构依法对审核的结果负责；\n2.《建设工程消防监督管理规定》（2012年7月17日公安部令第119号 ）。\n\n\n您或许对以下问题感兴趣：\n<a href='javascript:void0' onclick='setShi(\"大型的人员密集场所和其他特殊建设工程消防设计文件的审核的办理流程是怎么样的\")'>大型的人员密集场所和其他特殊建设工程消防设计文件的审核的办理流程是怎么样的</a>\n<a href='javascript:void0' onclick='setShi(\"大型的人员密集场所和其他特殊建设工程消防设计文件的审核办理材料有哪些\")'>大型的人员密集场所和其他特殊建设工程消防设计文件的审核办理材料有哪些</a>\n<a href='javascript:void0' onclick='setShi(\"大型的人员密集场所和其他特殊建设工程消防设计文件的审核什么时间可以办理\")'>大型的人员密集场所和其他特殊建设工程消防设计文件的审核什么时间可以办理</a>\n<a href='javascript:void0' onclick='setShi(\"大型的人员密集场所和其他特殊建设工程消防设计文件的审核审核时间是多久\")'>大型的人员密集场所和其他特殊建设工程消防设计文件的审核审核时间是多久</a>\n<a href='javascript:void0' onclick='setShi(\"怎么办理大型的人员密集场所和其他特殊建设工程消防设计文件的审核\")'>怎么办理大型的人员密集场所和其他特殊建设工程消防设计文件的审核</a>\n
true,风味饮料是哪些饮料,风味饮料，是指以浓缩液、固体饮料、糖浆等为主要原料，添加或不添加现榨饮料，稀释调配而成的饮料。
true,果蔬汁类是什么,果蔬汁类，是指以新鲜水果、蔬菜等为原料，经压榨等加工工艺，供消费者直接饮用的饮料。
true,各类企业及其分支机构营业的许可需要花钱么,您是要了解或咨询营业执照的办理方法吗？\n\n\n您或许对以下问题感兴趣：\n<a href='javascript:void0' onclick='setShi(\"各类企业及其分支机构营业的许可的办理流程是怎么样的\")'>各类企业及其分支机构营业的许可的办理流程是怎么样的</a>\n<a href='javascript:void0' onclick='setShi(\"各类企业及其分支机构营业的许可在哪里领证啊\")'>各类企业及其分支机构营业的许可在哪里领证啊</a>\n<a href='javascript:void0' onclick='setShi(\"各类企业及其分支机构营业的许可内资个人独资企业及分支机构的办理方法是什么？\")'>各类企业及其分支机构营业的许可内资个人独资企业及分支机构的办理方法是什么？</a>\n<a href='javascript:void0' onclick='setShi(\"各类企业及其分支机构营业的许可内资个人独资企业及分支机构的办理时间？\")'>各类企业及其分支机构营业的许可内资个人独资企业及分支机构的办理时间？</a>\n<a href='javascript:void0' onclick='setShi(\"各类企业及其分支机构营业的许可内资合伙企业及分支机构的办理方法是什么？\")'>各类企业及其分支机构营业的许可内资合伙企业及分支机构的办理方法是什么？</a>\n
true,企业名称预先核准登记从哪里领证,开办企业前，确认企业名称是否可以合法登记。现已取消现场办理“企业名称核准登记”事项；您需要通过“一窗通”（http://yct.sh.gov.cn/portal_yct/ ）直接办理营业执照即可。
true,公章刻制是啥,办理公章刻制备案只需要去具有合法的刻字单位，带上法人身份证明、营业执照进行办理即可；刻字单位会帮您进行备案。
true,食品经营许可证审核时间是多少,自受理申请之日起30个工作日内作出是否准予行政许可的决定。\n\n\n您或许对以下问题感兴趣：\n<a href='javascript:void0' onclick='setShi(\"食品经营许可证审核时间是多少\")'>食品经营许可证审核时间是多少</a>\n<a href='javascript:void0' onclick='setShi(\"食品经营许可证什么时候办理\")'>食品经营许可证什么时候办理</a>\n<a href='javascript:void0' onclick='setShi(\"办理食品经营许可证需要什么材料\")'>办理食品经营许可证需要什么材料</a>\n<a href='javascript:void0' onclick='setShi(\"食品经营许可证办理流程是什么\")'>食品经营许可证办理流程是什么</a>\n<a href='javascript:void0' onclick='setShi(\"食品经营许可证的办理流程是怎么样的\")'>食品经营许可证的办理流程是怎么样的</a>\n
true,公众聚集场所使用或者开业前消防安全检查意见书的核发交材料地点在哪,办理消防安全检查事项的名称\n\n\n您或许对以下问题感兴趣：\n<a href='javascript:void0' onclick='setShi(\"办理公众聚集场所使用或者开业前消防安全检查意见书的核发的时间\")'>办理公众聚集场所使用或者开业前消防安全检查意见书的核发的时间</a>\n<a href='javascript:void0' onclick='setShi(\"公众聚集场所使用或者开业前消防安全检查意见书的核发审核时间是多久\")'>公众聚集场所使用或者开业前消防安全检查意见书的核发审核时间是多久</a>\n<a href='javascript:void0' onclick='setShi(\"公众聚集场所使用或者开业前消防安全检查意见书的核发办理材料有哪些\")'>公众聚集场所使用或者开业前消防安全检查意见书的核发办理材料有哪些</a>\n<a href='javascript:void0' onclick='setShi(\"公众聚集场所使用或者开业前消防安全检查意见书的核发的办理流程是怎么样的\")'>公众聚集场所使用或者开业前消防安全检查意见书的核发的办理流程是怎么样的</a>\n<a href='javascript:void0' onclick='setShi(\"公众聚集场所使用或者开业前消防安全检查意见书的核发办理方法是什么\")'>公众聚集场所使用或者开业前消防安全检查意见书的核发办理方法是什么</a>\n
true,食品经营许可证交材料地点在哪,食品经营许可证，是指食品经营者在一个经营场所从事食品经营活动的合法证明，经营者需要在开展食品经营活动前取得一张食品经营许可证，并对经营场所内的食品经营活动负责。\n\n\n您或许对以下问题感兴趣：\n<a href='javascript:void0' onclick='setShi(\"食品经营许可证审核时间是多少\")'>食品经营许可证审核时间是多少</a>\n<a href='javascript:void0' onclick='setShi(\"食品经营许可证什么时候办理\")'>食品经营许可证什么时候办理</a>\n<a href='javascript:void0' onclick='setShi(\"办理食品经营许可证需要什么材料\")'>办理食品经营许可证需要什么材料</a>\n<a href='javascript:void0' onclick='setShi(\"食品经营许可证办理流程是什么\")'>食品经营许可证办理流程是什么</a>\n<a href='javascript:void0' onclick='setShi(\"食品经营许可证的办理流程是怎么样的\")'>食品经营许可证的办理流程是怎么样的</a>\n
true,公众聚集场所使用或者开业前消防安全检查意见书的核发办理依据是什么,依据《中华人民共和国消防法》第十五条\n\n\n您或许对以下问题感兴趣：\n<a href='javascript:void0' onclick='setShi(\"办理公众聚集场所使用或者开业前消防安全检查意见书的核发的时间\")'>办理公众聚集场所使用或者开业前消防安全检查意见书的核发的时间</a>\n<a href='javascript:void0' onclick='setShi(\"公众聚集场所使用或者开业前消防安全检查意见书的核发审核时间是多久\")'>公众聚集场所使用或者开业前消防安全检查意见书的核发审核时间是多久</a>\n<a href='javascript:void0' onclick='setShi(\"公众聚集场所使用或者开业前消防安全检查意见书的核发办理材料有哪些\")'>公众聚集场所使用或者开业前消防安全检查意见书的核发办理材料有哪些</a>\n<a href='javascript:void0' onclick='setShi(\"公众聚集场所使用或者开业前消防安全检查意见书的核发的办理流程是怎么样的\")'>公众聚集场所使用或者开业前消防安全检查意见书的核发的办理流程是怎么样的</a>\n<a href='javascript:void0' onclick='setShi(\"公众聚集场所使用或者开业前消防安全检查意见书的核发办理方法是什么\")'>公众聚集场所使用或者开业前消防安全检查意见书的核发办理方法是什么</a>\n
true,特种设备安全管理人员、作业人员资格认定去哪里领证,本事项适用于锅炉、压力容器（含气瓶 ）、压力管道、电梯、起重机械、客运索道、大型游乐设施、场（厂 ）内机动车辆等特种设备的作业人员及其相关管理人员。从事特种设备作业的人员应当经考核合格取得《特种设备作业人员证》，方可从事相应的作业或者管理工作。\n\n\n您或许对以下问题感兴趣：\n<a href='javascript:void0' onclick='setShi(\"特种设备安全管理人员、作业人员资格认定办理方法是什么\")'>特种设备安全管理人员、作业人员资格认定办理方法是什么</a>\n<a href='javascript:void0' onclick='setShi(\"特种设备安全管理人员作业人员资格认定办理材料有哪些\")'>特种设备安全管理人员作业人员资格认定办理材料有哪些</a>\n<a href='javascript:void0' onclick='setShi(\"特种设备安全管理人员作业人员资格认定办理时间是什么\")'>特种设备安全管理人员作业人员资格认定办理时间是什么</a>\n<a href='javascript:void0' onclick='setShi(\"特种设备安全管理人员作业人员资格认定办下来要多久\")'>特种设备安全管理人员作业人员资格认定办下来要多久</a>\n<a href='javascript:void0' onclick='setShi(\"特种设备安全管理人员、作业人员资格认定去哪里办理\")'>特种设备安全管理人员、作业人员资格认定去哪里办理</a>\n
true,办理公众聚集场所使用或者开首位置是不是行首业前消防安全检查意见书的核发的时间,公众聚集场所，是指宾馆、饭店、商场、集贸市场、客运车站候车室、客运码头候船厅、民用机场航站楼、体育场馆、会堂以及公共娱乐场所等。
true,特种设备安全管理人员作业人员资格认定办理条件是什么,（一 ）新办、增项、依申请变更的准予批准条件1.年龄在18周岁以上；2.身体健康并满足申请从事的作业种类对身体的特殊要求；3.有与申请作业种类相适应的文化程度；4.具有相应的安全技术知识与技能；5.符合安全技术规范规定的其它要求。（二 ）延续的准予批准条件1.年龄不超过60周岁；2.在证书有效期内中断所从事持证项目的作业时间不超过12个月；3.没有造成事故的；4.符合相应作业人员考核大纲规定条件的。（三 ）补证的准予批准条件1.证书遗失或者损毁的；2.未因违法被没收证书。\n\n\n您或许对以下问题感兴趣：\n<a href='javascript:void0' onclick='setShi(\"特种设备安全管理人员、作业人员资格认定办理方法是什么\")'>特种设备安全管理人员、作业人员资格认定办理方法是什么</a>\n<a href='javascript:void0' onclick='setShi(\"特种设备安全管理人员作业人员资格认定办理材料有哪些\")'>特种设备安全管理人员作业人员资格认定办理材料有哪些</a>\n<a href='javascript:void0' onclick='setShi(\"特种设备安全管理人员作业人员资格认定办理时间是什么\")'>特种设备安全管理人员作业人员资格认定办理时间是什么</a>\n<a href='javascript:void0' onclick='setShi(\"特种设备安全管理人员作业人员资格认定办下来要多久\")'>特种设备安全管理人员作业人员资格认定办下来要多久</a>\n<a href='javascript:void0' onclick='setShi(\"特种设备安全管理人员、作业人员资格认定去哪里办理\")'>特种设备安全管理人员、作业人员资格认定去哪里办理</a>\n
true,特种设备安全管理人员作业人员资格认定材料上传格式是什么,材料齐全，上传pdf或jpg格式\n\n\n您或许对以下问题感兴趣：\n<a href='javascript:void0' onclick='setShi(\"特种设备安全管理人员、作业人员资格认定办理方法是什么\")'>特种设备安全管理人员、作业人员资格认定办理方法是什么</a>\n<a href='javascript:void0' onclick='setShi(\"特种设备安全管理人员作业人员资格认定办理材料有哪些\")'>特种设备安全管理人员作业人员资格认定办理材料有哪些</a>\n<a href='javascript:void0' onclick='setShi(\"特种设备安全管理人员作业人员资格认定办理时间是什么\")'>特种设备安全管理人员作业人员资格认定办理时间是什么</a>\n<a href='javascript:void0' onclick='setShi(\"特种设备安全管理人员作业人员资格认定办下来要多久\")'>特种设备安全管理人员作业人员资格认定办下来要多久</a>\n<a href='javascript:void0' onclick='setShi(\"特种设备安全管理人员、作业人员资格认定去哪里办理\")'>特种设备安全管理人员、作业人员资格认定去哪里办理</a>\n
true,特种设备安全管理人员作业人员资格认定要收费不,该事项无须收费~\n\n\n您或许对以下问题感兴趣：\n<a href='javascript:void0' onclick='setShi(\"特种设备安全管理人员、作业人员资格认定办理方法是什么\")'>特种设备安全管理人员、作业人员资格认定办理方法是什么</a>\n<a href='javascript:void0' onclick='setShi(\"特种设备安全管理人员作业人员资格认定办理材料有哪些\")'>特种设备安全管理人员作业人员资格认定办理材料有哪些</a>\n<a href='javascript:void0' onclick='setShi(\"特种设备安全管理人员作业人员资格认定办理时间是什么\")'>特种设备安全管理人员作业人员资格认定办理时间是什么</a>\n<a href='javascript:void0' onclick='setShi(\"特种设备安全管理人员作业人员资格认定办下来要多久\")'>特种设备安全管理人员作业人员资格认定办下来要多久</a>\n<a href='javascript:void0' onclick='setShi(\"特种设备安全管理人员、作业人员资格认定去哪里办理\")'>特种设备安全管理人员、作业人员资格认定去哪里办理</a>\n
